Choice,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach2025,Via,OBC-PwD_close,Gen-PwD_close
191,NIT,208,National Institute of Technology Durgapur,4114,Electronics and Communication Engineering,Y,Good,OBC-NCL(PwD),528,613
192,NIT,220,"National Institute of Technology, Kurukshetra",4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),871,931
193,NIT,220,"National Institute of Technology, Kurukshetra",5234,Electronics and Communication Engineering,Y,Good,General PwD,,1530
194,NIT,220,"National Institute of Technology, Kurukshetra",412B,Microelectronics & VLSI Engineering,Y,SAFE,General PwD,,3034
195,NIT,208,National Institute of Technology Durgapur,4111,Electrical Engineering,Y,Good,OBC-NCL(PwD),675,1478
196,NIT,220,"National Institute of Technology, Kurukshetra",4111,Electrical Engineering,Y,Good,OBC-NCL(PwD),547,588
197,NIT,220,"National Institute of Technology, Kurukshetra",5217,Electrical Engineering,Y,Out,General PwD,,373
198,NIT,220,"National Institute of Technology, Kurukshetra",4146,Information Technology,Y,SAFE,OBC-NCL(PwD),871,494
199,NIT,208,National Institute of Technology Durgapur,4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1385,1964
200,NIT,220,"National Institute of Technology, Kurukshetra",4125,Mechanical Engineering,Y,SAFE,General PwD,865,3634
201,NIT,220,"National Institute of Technology, Kurukshetra",5233,Mechanical Engineering,Y,SAFE,General PwD,,1990
202,NIT,208,National Institute of Technology Durgapur,4107,Chemical Engineering,Y,SAFE,OBC-NCL(PwD),936,1949
203,NIT,208,National Institute of Technology Durgapur,5257,Chemical Engineering,-,Out,OBC-NCL,,
204,NIT,208,National Institute of Technology Durgapur,4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1009,1238
205,NIT,220,"National Institute of Technology, Kurukshetra",4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1108,924
206,NIT,220,"National Institute of Technology, Kurukshetra",5213,Civil Engineering,Y,Out,General,,
207,NIT,208,National Institute of Technology Durgapur,4127,Metallurgical and Materials Engineering,Y,SAFE,General PwD,1194,3246
208,NIT,220,"National Institute of Technology, Kurukshetra",4136,Production and Industrial Engineering,Y,SAFE,General PwD,,2564
209,NIT,208,National Institute of Technology Durgapur,4104,Bio Technology,Y,SAFE,OBC-NCL(PwD),1286,2040
210,NIT,208,National Institute of Technology Durgapur,5296,Biotechnology,-,Out,OBC-NCL,,
211,NIT,208,National Institute of Technology Durgapur,5503,Chemistry,-,Out,OBC-NCL,,
212,NIT,220,"National Institute of Technology, Kurukshetra",5101,Architecture,Y,Out,General PwD,,184
213,NIT,220,"National Institute of Technology, Kurukshetra",411C,Industrial Internet of Things,Y,Good,OBC-NCL(PwD),655,1520
214,NIT,220,"National Institute of Technology, Kurukshetra",412A,ROBOTICS & AUTOMATION,Y,Reach,OBC-NCL(PwD),366,720
215,NIT,220,"National Institute of Technology, Kurukshetra",412D,SUSTAINABLE ENERGY TECHNOLOGIES,Y,SAFE,General PwD,,1884
216,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4110,Computer Science and Engineering,Y,Reach,General PwD,,795
217,NIT,202,Malaviya National Institute of Technology Jaipur,4110,Computer Science and Engineering,Y,Out,OBC-NCL(PwD),199,396
218,NIT,202,Malaviya National Institute of Technology Jaipur,411G,Artificial Intelligence and Data Engineering,-,Out,OBC-NCL,,
219,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4124,Mathematics and Computing,Y,No-data,,,
220,NIT,202,Malaviya National Institute of Technology Jaipur,4124,Mathematics and Computing,Y,No-data,,,
221,NIT,202,Malaviya National Institute of Technology Jaipur,4114,Electronics and Communication Engineering,Y,Good,OBC-NCL(PwD),571,
222,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4153,Electronics and Telecommunication Engineering,Y,Good,OBC-NCL(PwD),685,1221
223,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4111,Electrical Engineering,Y,SAFE,General PwD,,2208
224,NIT,202,Malaviya National Institute of Technology Jaipur,4111,Electrical Engineering,Y,Good,OBC-NCL(PwD),507,1057
225,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4146,Information Technology,Y,SAFE,OBC-NCL(PwD),915,911
226,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4125,Mechanical Engineering,Y,SAFE,General PwD,1483,3780
227,NIT,202,Malaviya National Institute of Technology Jaipur,4125,Mechanical Engineering,Y,Good,OBC-NCL(PwD),659,1308
228,NIT,202,Malaviya National Institute of Technology Jaipur,4107,Chemical Engineering,Y,SAFE,OBC-NCL(PwD),1051,1686
229,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4109,Civil Engineering,Y,SAFE,General PwD,,2945
230,NIT,202,Malaviya National Institute of Technology Jaipur,4109,Civil Engineering,Y,Reach,General PwD,,832
231,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4156,Metallurgy and Materials Engineering,Y,SAFE,General PwD,,3875
232,NIT,202,Malaviya National Institute of Technology Jaipur,4127,Metallurgical and Materials Engineering,Y,SAFE,General PwD,,2483
233,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4101,Aerospace Engineering,Y,Good,OBC-NCL(PwD),519,649
234,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4130,Mining Engineering,Y,Out,OBC-NCL,,
235,NIT,202,Malaviya National Institute of Technology Jaipur,4117,Engineering Physics,Y,No-data,,,
236,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5501,Applied Geology,Y,No-data,,,
237,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5101,Architecture,Y,Out,General PwD,,33
238,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5503,Chemistry,Y,No-data,,,
239,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5507,Physics,-,No-data,,,
240,NIT,202,Malaviya National Institute of Technology Jaipur,5101,Architecture,Y,Out,General PwD,,98
241,NIT,207,National Institute of Technology Delhi,4110,Computer Science and Engineering,Y,Out,General PwD,,241
242,NIT,207,National Institute of Technology Delhi,4188,Artificial Intelligence and Data Science,Y,Out,General PwD,,375
243,NIT,207,National Institute of Technology Delhi,4114,Electronics and Communication Engineering,Y,Out,General PwD,,304
244,NIT,207,National Institute of Technology Delhi,4111,Electrical Engineering,Y,Borderline,OBC-NCL(PwD),431,598
245,NIT,207,National Institute of Technology Delhi,4125,Mechanical Engineering,Y,Good,OBC-NCL(PwD),768,1044
246,NIT,207,National Institute of Technology Delhi,4109,Civil Engineering,-,Good,OBC-NCL(PwD),518,791
247,NIT,207,National Institute of Technology Delhi,4101,Aerospace Engineering,-,Out,OBC-NCL,,
248,NIT,207,National Institute of Technology Delhi,411Z,VLSI Design and Technology,Y,Reach,General PwD,,892
249,NIT,210,National Institute of Technology Hamirpur,4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),1531,733
250,NIT,210,National Institute of Technology Hamirpur,5216,Computer Science and Engineering,Y,Reach,General PwD,,669
251,NIT,210,National Institute of Technology Hamirpur,4124,Mathematics and Computing,Y,Borderline,OBC-NCL(PwD),443,664
252,NIT,210,National Institute of Technology Hamirpur,4114,Electronics and Communication Engineering,Y,SAFE,General PwD,671,2324
253,NIT,210,National Institute of Technology Hamirpur,5234,Electronics and Communication Engineering,Y,Good,General PwD,,1665
254,NIT,210,National Institute of Technology Hamirpur,4111,Electrical Engineering,Y,SAFE,General PwD,1274,3894
255,NIT,210,National Institute of Technology Hamirpur,4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1784,2324
256,NIT,210,National Institute of Technology Hamirpur,4107,Chemical Engineering,Y,SAFE,OBC-NCL(PwD),1796,2083
257,NIT,210,National Institute of Technology Hamirpur,4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1398,1529
258,NIT,210,National Institute of Technology Hamirpur,4117,Engineering Physics,Y,SAFE,OBC-NCL(PwD),1646,3857
259,NIT,210,National Institute of Technology Hamirpur,4123,Materials Science and Engineering,Y,SAFE,OBC-NCL(PwD),1778,2849
260,NIT,210,National Institute of Technology Hamirpur,5101,Architecture,Y,Out,OBC-NCL,,
261,NIT,227,"National Institute of Technology, Uttarakhand",4110,Computer Science and Engineering,Y,Reach,General PwD,227,855
262,NIT,227,"National Institute of Technology, Uttarakhand",4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1026,1894
263,NIT,227,"National Institute of Technology, Uttarakhand",4144,Electrical and Electronics Engineering,-,Out,OBC-NCL,,
264,NIT,227,"National Institute of Technology, Uttarakhand",4125,Mechanical Engineering,-,Out,OBC-NCL,,
265,NIT,227,"National Institute of Technology, Uttarakhand",4109,Civil Engineering,-,Good,General PwD,,1429
266,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4110,Computer Science and Engineering,Y,Out,OBC-NCL(PwD),198,411
267,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4185,Artificial Intelligence,Y,No-data,,,
268,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4187,Data Science and Engineering,Y,Reach,OBC-NCL(PwD),310,703
269,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4124,Mathematics and Computing,Y,Good,General PwD,,1368
270,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4114,Electronics and Communication Engineering,Y,Reach,OBC-NCL(PwD),373,852
271,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",410V,Electronics and VLSI Engineering,Y,Good,OBC-NCL(PwD),632,1184
272,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4111,Electrical Engineering,Y,SAFE,General PwD,,3230
273,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4146,Information Technology,Y,Reach,OBC-NCL(PwD),340,821
274,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1751,1217
275,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4107,Chemical Engineering,Y,SAFE,OBC-NCL(PwD),1068,1897
276,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4109,Civil Engineering,-,SAFE,General PwD,,2711
277,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4149,Industrial and Production Engineering,Y,SAFE,General PwD,,3491
278,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4148,Instrumentation and Control Engineering,Y,SAFE,OBC-NCL(PwD),1486,1050
279,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4104,Bio Technology,Y,Good,OBC-NCL(PwD),593,
280,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4139,Textile Technology,Y,SAFE,General PwD,1294,3284
281,NIT,222,"National Institute of Technology, Mizoram",4110,Computer Science and Engineering,Y,SAFE,OBC-NCL,,1542
282,NIT,222,"National Institute of Technology, Mizoram",4124,Mathematics and Computing,-,Good,General,,
283,NIT,222,"National Institute of Technology, Mizoram",4114,Electronics and Communication Engineering,Y,SAFE,General PwD,,2374
284,NIT,222,"National Institute of Technology, Mizoram",4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1512,
285,NIT,222,"National Institute of Technology, Mizoram",4125,Mechanical Engineering,Y,SAFE,General PwD,,4235
286,NIT,222,"National Institute of Technology, Mizoram",4108,Chemical Science and Technology,-,SAFE,General,,
287,NIT,222,"National Institute of Technology, Mizoram",4109,Civil Engineering,Y,Good,General,,
288,NIT,205,National Institute of Technology Agartala,4110,Computer Science and Engineering,Y,Good,General PwD,441,1163
289,NIT,212,National Institute of Technology Meghalaya,4110,Computer Science and Engineering,-,Out,General,,
290,NIT,213,National Institute of Technology Nagaland,4110,Computer Science and Engineering,-,Out,General,,
291,NIT,217,National Institute of Technology Sikkim,4110,Computer Science and Engineering,Y,SAFE,General PwD,,2253
292,NIT,221,"National Institute of Technology, Manipur",4110,Computer Science and Engineering,Y,Good,OBC-NCL(PwD),675,1567
293,NIT,221,"National Institute of Technology, Manipur",5216,Computer Science and Engineering,-,No-data,,,
294,NIT,224,"National Institute of Technology, Silchar",4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),906,1222
295,NIT,225,"National Institute of Technology, Srinagar",4110,Computer Science and Engineering,Y,Good,General PwD,415,1171
296,NIT,217,National Institute of Technology Sikkim,410P,Artificial Intelligence and Machine Learning,-,No-data,,,
297,NIT,205,National Institute of Technology Agartala,4114,Electronics and Communication Engineering,Y,SAFE,General PwD,689,3320
298,NIT,212,National Institute of Technology Meghalaya,4114,Electronics and Communication Engineering,Y,Good,General PwD,,1354
299,NIT,213,National Institute of Technology Nagaland,4114,Electronics and Communication Engineering,-,SAFE,General PwD,,2034
300,NIT,217,National Institute of Technology Sikkim,4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),966,
301,NIT,221,"National Institute of Technology, Manipur",4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1157,
302,NIT,221,"National Institute of Technology, Manipur",5234,Electronics and Communication Engineering,-,No-data,,,
303,NIT,224,"National Institute of Technology, Silchar",4114,Electronics and Communication Engineering,Y,Borderline,General PwD,391,970
304,NIT,225,"National Institute of Technology, Srinagar",4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),970,2024
305,NIT,205,National Institute of Technology Agartala,4142,Electronics and Instrumentation Engineering,Y,SAFE,General PwD,,3718
306,NIT,213,National Institute of Technology Nagaland,4142,Electronics and Instrumentation Engineering,Y,SAFE,OBC-NCL(PwD),1754,4118
307,NIT,224,"National Institute of Technology, Silchar",4142,Electronics and Instrumentation Engineering,Y,Good,General PwD,,1733
308,NIT,205,National Institute of Technology Agartala,4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1528,2121
309,NIT,212,National Institute of Technology Meghalaya,4144,Electrical and Electronics Engineering,Y,SAFE,OBC-NCL(PwD),1665,
310,NIT,213,National Institute of Technology Nagaland,4144,Electrical and Electronics Engineering,-,SAFE,General PwD,,3249
311,NIT,217,National Institute of Technology Sikkim,4144,Electrical and Electronics Engineering,Y,SAFE,OBC-NCL(PwD),1523,
312,NIT,221,"National Institute of Technology, Manipur",4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1507,
313,NIT,221,"National Institute of Technology, Manipur",5217,Electrical Engineering,-,No-data,,,
314,NIT,224,"National Institute of Technology, Silchar",4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1420,2431
315,NIT,225,"National Institute of Technology, Srinagar",4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1458,2781
316,NIT,225,"National Institute of Technology, Srinagar",4146,Information Technology,Y,Good,General PwD,510,1580
317,NIT,205,National Institute of Technology Agartala,4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1514,3534
318,NIT,212,National Institute of Technology Meghalaya,4125,Mechanical Engineering,-,Out,General,,
319,NIT,213,National Institute of Technology Nagaland,4125,Mechanical Engineering,-,Out,General,,
320,NIT,217,National Institute of Technology Sikkim,4125,Mechanical Engineering,-,SAFE,OBC-NCL,,
321,NIT,221,"National Institute of Technology, Manipur",4125,Mechanical Engineering,Y,SAFE,General PwD,1528,3757
322,NIT,221,"National Institute of Technology, Manipur",5233,Mechanical Engineering,-,No-data,,,
323,NIT,224,"National Institute of Technology, Silchar",4125,Mechanical Engineering,Y,SAFE,General PwD,1335,3645
324,NIT,225,"National Institute of Technology, Srinagar",4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1825,3172
325,NIT,205,National Institute of Technology Agartala,4105,Biotechnology and Biochemical Engineering,-,SAFE,General PwD,1317,4279
326,NIT,205,National Institute of Technology Agartala,4107,Chemical Engineering,Y,SAFE,OBC-NCL(PwD),1514,3491
327,NIT,225,"National Institute of Technology, Srinagar",4107,Chemical Engineering,Y,SAFE,General PwD,1141,3399
328,NIT,205,National Institute of Technology Agartala,4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1646,3107
329,NIT,212,National Institute of Technology Meghalaya,4109,Civil Engineering,-,Reach,General,,
330,NIT,213,National Institute of Technology Nagaland,4109,Civil Engineering,-,Out,General,,
331,NIT,217,National Institute of Technology Sikkim,4109,Civil Engineering,-,SAFE,OBC-NCL,,
332,NIT,221,"National Institute of Technology, Manipur",4109,Civil Engineering,-,SAFE,General PwD,,3811
333,NIT,221,"National Institute of Technology, Manipur",5213,Civil Engineering,-,No-data,,,
334,NIT,224,"National Institute of Technology, Silchar",4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1369,2581
335,NIT,225,"National Institute of Technology, Srinagar",4109,Civil Engineering,Y,SAFE,OBC-NCL(PwD),1936,3055
336,NIT,225,"National Institute of Technology, Srinagar",4127,Metallurgical and Materials Engineering,Y,SAFE,OBC-NCL(PwD),1440,2538
337,NIT,205,National Institute of Technology Agartala,5267,Engineering Physics,Y,SAFE,General PwD,,4098
338,NIT,205,National Institute of Technology Agartala,4145,Production Engineering,Y,SAFE,OBC-NCL(PwD),1318,
339,NIT,205,National Institute of Technology Agartala,5604,Chemistry,Y,SAFE,General PwD,,3164
340,NIT,205,National Institute of Technology Agartala,520G,Computational Mathematics,-,Out,General,,
341,NIT,205,National Institute of Technology Agartala,5606,Mathematics & Computing,Y,Out,General,,
342,NIT,205,National Institute of Technology Agartala,5602,Physics,Y,SAFE,General PwD,,3039
343,NIT,218,National Institute of Technology Arunachal Pradesh,4110,Computer Science and Engineering,Y,Reach,General PwD,,882
344,NIT,218,National Institute of Technology Arunachal Pradesh,4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1196,1963
345,NIT,218,National Institute of Technology Arunachal Pradesh,4111,Electrical Engineering,Y,SAFE,OBC-NCL(PwD),1269,
346,NIT,218,National Institute of Technology Arunachal Pradesh,4125,Mechanical Engineering,Y,SAFE,OBC-NCL(PwD),1521,
347,NIT,218,National Institute of Technology Arunachal Pradesh,4109,Civil Engineering,-,SAFE,OBC-NCL(PwD),1738,
348,NIT,218,National Institute of Technology Arunachal Pradesh,4194,Biosciences and Bioengineering,Y,SAFE,OBC-NCL(PwD),1485,
349,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4110,Computer Science and Engineering,Y,Good,OBC-NCL(PwD),692,1218
350,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4188,Artificial Intelligence and Data Science,Y,Good,OBC-NCL(PwD),568,945
351,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4124,Mathematics and Computing,Y,SAFE,OBC-NCL(PwD),1504,2601
352,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4110,Computer Science and Engineering,Y,Good,OBC-NCL(PwD),535,1103
353,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5216,Computer Science and Engineering,-,Good,OBC-NCL(PwD),546,618
354,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4188,Artificial Intelligence and Data Science,Y,Borderline,OBC-NCL(PwD),412,656
355,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",523U,Artificial Intelligence and Data Science,-,No-data,,,
356,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5234,Electronics and Communication Engineering,-,SAFE,General PwD,803,2076
357,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4174,Electronics and Communication Engineering with specialization in Design and Manufacturing,Y,Good,OBC-NCL(PwD),574,1195
358,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5233,Mechanical Engineering,-,SAFE,OBC-NCL(PwD),1086,2504
359,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4175,Mechanical Engineering with specialization in Design and Manufacturing,Y,SAFE,OBC-NCL(PwD),1477,1828
360,IIIT,307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),1224,1377
361,IIIT,307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",4188,Artificial Intelligence and Data Science,Y,SAFE,OBC-NCL(PwD),1180,378
362,IIIT,307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1248,1521
363,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4110,Computer Science and Engineering,Y,SAFE,OBC-NCL(PwD),1094,1314
364,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,413T,Artificial Intelligence and Computing,Y,No-data,,,
365,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4181,Data Science and Artificial Intelligence,Y,SAFE,OBC-NCL(PwD),1555,2128
366,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1092,2369
367,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,410G,Computer Science Engineering (Human Computer lnteraction and Gaming Technology),Y,Good,OBC-NCL(PwD),610,1155
368,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,4110,Computer Science and Engineering,Y,Good,OBC-NCL(PwD),666,871
369,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,410E,Computer Science Engineering (Artificial lntelligence and Machine Learning),Y,No-data,,,
370,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,410F,Computer Science Engineering (Data Science and Analytics),Y,Good,OBC-NCL(PwD),679,932
371,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,4114,Electronics and Communication Engineering,Y,SAFE,OBC-NCL(PwD),1458,1720
372,IIIT,320,Indian Institute of Information Technology (IIIT) Nagpur,410H,Electronics and Communication Engineering (Internet of Things),Y,SAFE,OBC-NCL(PwD),1046,2209
373,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4110,Computer Science and Engineering,Y,Out,OBC-NCL(PwD),208,458
374,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",5216,Computer Science and Engineering,Y,Reach,OBC-NCL(PwD),313,688
375,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4196,Computer Science and Engineering with Major in Artificial Intelligence,Y,Out,OBC-NCL(PwD),267,363
